geolocation,recclass,fall,reclong,id,nametype,year,reclat,mass,name
"{'type': 'Point', 'coordinates': [30.7, -28.56667]}","Iron, IID",Fell,30.700000,16983,Valid,1912-01-01T00:00:00.000,-28.566670,17200,N'Kandhla
"{'type': 'Point', 'coordinates': [-69.48333, 44.08333]}",Eucrite-pmict,Fell,-69.483330,16984,Valid,1823-01-01T00:00:00.000,44.083330,2300,Nobleborough
"{'type': 'Point', 'coordinates': [-86.055, 40.08528]}",H4-6,Fell,-86.055000,16985,Valid,1991-01-01T00:00:00.000,40.085280,483.7,Noblesville
"{'type': 'Point', 'coordinates': [130.75, 33.725]}",L6,Fell,130.750000,16988,Valid,0861-01-01T00:00:00.000,33.725000,472,Nogata
"{'type': 'Point', 'coordinates': [-59.83333, -32.36667]}",CM2,Fell,-59.833330,16989,Valid,1879-01-01T00:00:00.000,-32.366670,4000,Nogoya
"{'type': 'Point', 'coordinates': [-92.26667, 36.21667]}","Iron, IIIAB",Fell,-92.266670,16994,Valid,1918-01-01T00:00:00.000,36.216670,1050,Norfork
"{'type': 'Point', 'coordinates': [-99.86667, 39.68333]}",Aubrite,Fell,-99.866670,17922,Valid,1948-01-01T00:00:00.000,39.683330,1100000,Norton County
"{'type': 'Point', 'coordinates': [11.52722, 45.29167]}",H4,Fell,11.527220,17930,Valid,1971-01-01T00:00:00.000,45.291670,177,Noventa Vicentina
"{'type': 'Point', 'coordinates': [46, 54.81667]}",Ureilite,Fell,46.000000,17933,Valid,1886-01-01T00:00:00.000,54.816670,1900,Novo-Urei
"{'type': 'Point', 'coordinates': [31.33333, 58.55]}",Stone-uncl,Fell,31.333330,17934,Valid,1662-01-01T00:00:00.000,58.550000,,Novy-Ergi
"{'type': 'Point', 'coordinates': [22, 56]}",OC,Fell,22.000000,17935,Valid,1908-01-01T00:00:00.000,56.000000,1001,Novy-Projekt
"{'type': 'Point', 'coordinates': [102.46667, 42.91667]}",L6,Fell,102.466670,17936,Valid,1933-01-01T00:00:00.000,42.916670,250,Noyan-Bogdo
"{'type': 'Point', 'coordinates': [-102.13333, 24.3]}",H5,Fell,-102.133330,17938,Valid,1978-01-01T00:00:00.000,24.300000,50000,Nuevo Mercurio
"{'type': 'Point', 'coordinates': [0.75, 41.63333]}",H6,Fell,0.750000,17959,Valid,1851-01-01T00:00:00.000,41.633330,5000,Nulles
"{'type': 'Point', 'coordinates': [141.86667, 43.33333]}",H4,Fell,141.866670,17960,Valid,1925-01-01T00:00:00.000,43.333330,363,Numakai
"{'type': 'Point', 'coordinates': [94.91667, 21.20833]}","Iron, IIIAB",Fell,94.916670,17969,Valid,1939-01-01T00:00:00.000,21.208330,737.6,Nyaung
"{'type': 'Point', 'coordinates': [22.025, 47.55]}",LL5,Fell,22.025000,17970,Valid,1914-01-01T00:00:00.000,47.550000,1100,Nyirábrany
"{'type': 'Point', 'coordinates': [55.26667, 57.78333]}",H4,Fell,55.266670,17979,Valid,1887-01-01T00:00:00.000,57.783330,500000,Ochansk
"{'type': 'Point', 'coordinates': [8.05, 52.28333]}",H5,Fell,8.050000,17988,Valid,1927-01-01T00:00:00.000,52.283330,1400,Oesede
"{'type': 'Point', 'coordinates': [23, 58.5]}",L6,Fell,23.000000,17989,Valid,1855-01-01T00:00:00.000,58.500000,6000,Oesel
"{'type': 'Point', 'coordinates': [22.03333, 47.88333]}",L6,Fell,22.033330,17990,Valid,1900-01-01T00:00:00.000,47.883330,3750,Ofehértó
"{'type': 'Point', 'coordinates': [130.2, 33.28333]}",H6,Fell,130.200000,17994,Valid,1741-01-01T00:00:00.000,33.283330,14360,Ogi
"{'type': 'Point', 'coordinates': [23.58333, 46.06667]}",H5,Fell,23.583330,17995,Valid,1857-01-01T00:00:00.000,46.066670,16250,Ohaba
"{'type': 'Point', 'coordinates': [8.5, 6.75]}",L5,Fell,8.500000,17996,Valid,1963-01-01T00:00:00.000,6.750000,7700,Ohuma
"{'type': 'Point', 'coordinates': [-5.4, 38.18333]}",L6,Fell,-5.400000,17997,Valid,1926-01-01T00:00:00.000,38.183330,5850,Ojuelos Altos
"{'type': 'Point', 'coordinates': [139.21667, 36.18333]}",H5,Fell,139.216670,17998,Valid,1958-01-01T00:00:00.000,36.183330,194,Okabe
"{'type': 'Point', 'coordinates': [135.2, 35.08333]}","Iron, IIAB",Fell,135.200000,18000,Valid,1904-01-01T00:00:00.000,35.083330,4742,Okano
"{'type': 'Point', 'coordinates': [25.5, 50.83333]}",LL6,Fell,25.500000,18002,Valid,1834-01-01T00:00:00.000,50.833330,12000,Okniny
"{'type': 'Point', 'coordinates': [8.16667, 52.95]}",L6,Fell,8.166670,18009,Valid,1930-01-01T00:00:00.000,52.950000,16570,Oldenburg (1930)
"{'type': 'Point', 'coordinates': [-0.03333, 39]}",Stone-uncl,Fell,-0.033330,18012,Valid,1520-01-01T00:00:00.000,39.000000,,Oliva-Gandia
"{'type': 'Point', 'coordinates': [-7.06667, 38.71667]}",LL5,Fell,-7.066670,18013,Valid,1924-01-01T00:00:00.000,38.716670,150000,Olivenza
"{'type': 'Point', 'coordinates': [-2.1, 39.56667]}",H5,Fell,-2.100000,18015,Valid,1929-01-01T00:00:00.000,39.566670,40000,Olmedilla de Alarcón
"{'type': 'Point', 'coordinates': [161.80833, 64.02]}","Pallasite, PMG",Fell,161.808330,18019,Valid,1981-01-01T00:00:00.000,64.020000,250000,Omolon
"{'type': 'Point', 'coordinates': [1.38333, 43.88333]}",CI1,Fell,1.383330,18026,Valid,1864-01-01T00:00:00.000,43.883330,14000,Orgueil
"{'type': 'Point', 'coordinates': [-81.36222, 28.5475]}",Eucrite,Fell,-81.362220,34489,Valid,2004-01-01T00:00:00.000,28.547500,180,Orlando
"{'type': 'Point', 'coordinates': [6.15, 47.11667]}",CO3.4,Fell,6.150000,18030,Valid,1868-01-01T00:00:00.000,47.116670,6000,Ornans
"{'type': 'Point', 'coordinates': [8, 48.5]}",Stone-uncl,Fell,8.000000,18033,Valid,1671-01-01T00:00:00.000,48.500000,4500,Ortenau
"{'type': 'Point', 'coordinates': [12.93333, 42.13333]}",H6,Fell,12.933330,18034,Valid,1872-01-01T00:00:00.000,42.133330,3400,Orvinio
"{'type': 'Point', 'coordinates': [9.4, 58.88333]}",L6,Fell,9.400000,18042,Valid,1928-01-01T00:00:00.000,58.883330,246,Oterøy
"{'type': 'Point', 'coordinates': [140.35, 38.4]}",H,Fell,140.350000,18045,Valid,1867-01-01T00:00:00.000,38.400000,6510,Otomi
"{'type': 'Point', 'coordinates': [-95.21667, 38.6]}",LL6,Fell,-95.216670,18046,Valid,1896-01-01T00:00:00.000,38.600000,840,Ottawa
"{'type': 'Point', 'coordinates': [0.08, 12.9]}",L5,Fell,0.080000,56729,Valid,2003-01-01T00:00:00.000,12.900000,4440,Ouadangou
"{'type': 'Point', 'coordinates': [-6.57717, 30.18]}",LL6,Fell,-6.577170,18050,Valid,1986-01-01T00:00:00.000,30.180000,1215.5,Oued el Hadjar
"{'type': 'Point', 'coordinates': [-13.1, 24.3]}",H3-5,Fell,-13.100000,31282,Valid,2003-01-01T00:00:00.000,24.300000,17000,Oum Dreyga
"{'type': 'Point', 'coordinates': [-8.28, 37.60833]}",H4,Fell,-8.280000,18052,Valid,1998-01-01T00:00:00.000,37.608330,20000,Ourique
"{'type': 'Point', 'coordinates': [16, -18]}",L6,Fell,16.000000,18055,Valid,1900-01-01T00:00:00.000,-18.000000,121.5,Ovambo
"{'type': 'Point', 'coordinates': [-5.86667, 43.4]}",H5,Fell,-5.866670,18058,Valid,1856-01-01T00:00:00.000,43.400000,205,Oviedo
"{'type': 'Point', 'coordinates': [28.83333, 51.33333]}",OC,Fell,28.833330,18062,Valid,1775-01-01T00:00:00.000,51.333330,,Owrucz
"{'type': 'Point', 'coordinates': [-99.3, 21.05]}",L6,Fell,-99.300000,18068,Valid,1881-01-01T00:00:00.000,21.050000,3400,Pacula
"{'type': 'Point', 'coordinates': [25, 55.66667]}",Eucrite-mmict,Fell,25.000000,18069,Valid,1929-01-01T00:00:00.000,55.666670,3858,Padvarninkai
"{'type': 'Point', 'coordinates': [120.45583, 17.74333]}",H6,Fell,120.455830,18072,Valid,1910-01-01T00:00:00.000,17.743330,515,Paitan
"{'type': 'Point', 'coordinates': [-89.71667, 32.31667]}",OC,Fell,-89.716670,18073,Valid,1910-01-01T00:00:00.000,32.316670,,Palahatchie
"{'type': 'Point', 'coordinates': [-65.1, -23.11667]}",L5,Fell,-65.100000,18074,Valid,1988-01-01T00:00:00.000,-23.116670,1430,Palca de Aparzo
"{'type': 'Point', 'coordinates': [118.61667, 43.48333]}",Iron,Fell,118.616670,18077,Valid,1914-01-01T00:00:00.000,43.483330,18000,Palinshih
"{'type': 'Point', 'coordinates': [-91.5, 39.8]}",L3,Fell,-91.500000,18079,Valid,1926-01-01T00:00:00.000,39.800000,135,Palmyra
"{'type': 'Point', 'coordinates': [-157.78333, 21.3]}",H5,Fell,-157.783330,18082,Valid,1949-01-01T00:00:00.000,21.300000,682,Palolo Valley
,L6,Found,,32591,Valid,2002-01-01T00:00:00.000,,69.5,Dominion Range 03239
"{'type': 'Point', 'coordinates': [120.7, 15.08333]}",L5,Fell,120.700000,18093,Valid,1859-01-01T00:00:00.000,15.083330,10500,Pampanga
"{'type': 'Point', 'coordinates': [124.28333, 8.06667]}",H5,Fell,124.283330,18098,Valid,1938-01-01T00:00:00.000,8.066670,2130,Pantar
"{'type': 'Point', 'coordinates': [-90.5, 36.06667]}",LL5,Fell,-90.500000,18101,Valid,1930-01-01T00:00:00.000,36.066670,408000,Paragould
"{'type': 'Point', 'coordinates': [-40.7, -6.23333]}",LL5,Fell,-40.700000,18102,Valid,1967-01-01T00:00:00.000,-6.233330,2000,Parambu
"{'type': 'Point', 'coordinates': [-51.66667, -19.13333]}",L6,Fell,-51.666670,18103,Valid,1956-01-01T00:00:00.000,-19.133330,100000,Paranaiba
"{'type': 'Point', 'coordinates': [-87.67917, 41.48472]}",L5,Fell,-87.679170,18106,Valid,2003-01-01T00:00:00.000,41.484720,18000,Park Forest
"{'type': 'Point', 'coordinates': [78.35, 9.23333]}",LL3.6,Fell,78.350000,18108,Valid,1857-01-01T00:00:00.000,9.233330,77600,Parnallee
"{'type': 'Point', 'coordinates': [85.4, 26.2]}",EH3,Fell,85.400000,18109,Valid,1942-01-01T00:00:00.000,26.200000,800,Parsa
"{'type': 'Point', 'coordinates': [-103.4, 36.21667]}",Eucrite-pmict,Fell,-103.400000,18110,Valid,1933-01-01T00:00:00.000,36.216670,5100,Pasamonte
"{'type': 'Point', 'coordinates': [82.05, 20.93694]}",H6,Fell,82.050000,18112,Valid,1969-01-01T00:00:00.000,20.936940,4375,Patora
"{'type': 'Point', 'coordinates': [-48.56667, -19.53333]}",L6,Fell,-48.566670,18116,Valid,1950-01-01T00:00:00.000,-19.533330,2121,Patrimonio
"{'type': 'Point', 'coordinates': [14.96667, 38.13333]}",Iron,Fell,14.966670,18118,Valid,1922-01-01T00:00:00.000,38.133330,12,Patti
"{'type': 'Point', 'coordinates': [91.18333, 23.15]}",Mesosiderite-A1,Fell,91.183330,18171,Valid,1935-01-01T00:00:00.000,23.150000,37350,Patwar
"{'type': 'Point', 'coordinates': [25.51667, 43.46667]}",H5,Fell,25.516670,18173,Valid,1966-01-01T00:00:00.000,43.466670,2968,Pavel
"{'type': 'Point', 'coordinates': [77.03333, 52.3]}",H5,Fell,77.033330,18175,Valid,1938-01-01T00:00:00.000,52.300000,142.5,Pavlodar (stone)
"{'type': 'Point', 'coordinates': [35.98333, 48.53333]}",L6,Fell,35.983330,18176,Valid,1826-01-01T00:00:00.000,48.533330,40000,Pavlograd
"{'type': 'Point', 'coordinates': [43, 52.03333]}",Howardite,Fell,43.000000,18177,Valid,1882-01-01T00:00:00.000,52.033330,2000,Pavlovka
"{'type': 'Point', 'coordinates': [-3.54217, 11.33367]}",L6,Fell,-3.542170,18179,Valid,1989-01-01T00:00:00.000,11.333670,,Pê
"{'type': 'Point', 'coordinates': [-117.93333, 56.13333]}",L6,Fell,-117.933330,18180,Valid,1963-01-01T00:00:00.000,56.133330,45760,Peace River
"{'type': 'Point', 'coordinates': [9.25, 51.66667]}",Diogenite-pm,Fell,9.250000,18181,Valid,1953-01-01T00:00:00.000,51.666670,117.8,Peckelsheim
"{'type': 'Point', 'coordinates': [-73.91667, 41.28333]}",H6,Fell,-73.916670,18782,Valid,1992-01-01T00:00:00.000,41.283330,12570,Peekskill
"{'type': 'Point', 'coordinates': [-103.11667, 30.125]}",Aubrite,Fell,-103.116670,18786,Valid,1946-01-01T00:00:00.000,30.125000,70000,Peña Blanca Spring
"{'type': 'Point', 'coordinates': [35.5, -10.66667]}",Eucrite-mmict,Fell,35.500000,18792,Valid,1899-01-01T00:00:00.000,-10.666670,165,Peramiho
"{'type': 'Point', 'coordinates': [91, 23.325]}",L6,Fell,91.000000,18793,Valid,1935-01-01T00:00:00.000,23.325000,23474,Perpeti
"{'type': 'Point', 'coordinates': [-3.43333, 56.4]}",LL5,Fell,-3.433330,18797,Valid,1830-01-01T00:00:00.000,56.400000,2,Perth
"{'type': 'Point', 'coordinates': [39.43333, 56.63333]}",L6,Fell,39.433330,18798,Valid,1933-01-01T00:00:00.000,56.633330,66000,Pervomaisky
"{'type': 'Point', 'coordinates': [66.08333, 55.5]}",Aubrite,Fell,66.083330,18799,Valid,1933-01-01T00:00:00.000,55.500000,3393,Pesyanoe
"{'type': 'Point', 'coordinates': [0.42, 14.052]}",H5,Fell,0.420000,18800,Valid,1995-01-01T00:00:00.000,14.052000,189,Pétèlkolé
"{'type': 'Point', 'coordinates': [-86.63333, 35.3]}",Eucrite-pmict,Fell,-86.633330,18801,Valid,1855-01-01T00:00:00.000,35.300000,1800,Petersburg
"{'type': 'Point', 'coordinates': [-7.33333, 53.53333]}",Stone-uncl,Fell,-7.333330,18804,Valid,1779-01-01T00:00:00.000,53.533330,,Pettiswood
"{'type': 'Point', 'coordinates': [-99.25, 40]}",L6,Fell,-99.250000,18808,Valid,1901-01-01T00:00:00.000,40.000000,57900,Phillips County (stone)
"{'type': 'Point', 'coordinates': [108.58333, 11.25]}",H4,Fell,108.583330,18809,Valid,1887-01-01T00:00:00.000,11.250000,500,Phu Hong
"{'type': 'Point', 'coordinates': [105.48333, 12]}",H4,Fell,105.483330,18811,Valid,1933-01-01T00:00:00.000,12.000000,7800,Phum Sambo
"{'type': 'Point', 'coordinates': [108.1, 15.71667]}",L5,Fell,108.100000,18812,Valid,1941-01-01T00:00:00.000,15.716670,11000,Phuoc-Binh
"{'type': 'Point', 'coordinates': [11.50222, 44.24417]}",LL3.4,Fell,11.502220,18813,Valid,1968-01-01T00:00:00.000,44.244170,13.1,Piancaldoli
"{'type': 'Point', 'coordinates': [-6.23333, 41.36667]}",Stone-uncl,Fell,-6.233330,18816,Valid,1843-01-01T00:00:00.000,41.366670,,Picote
"{'type': 'Point', 'coordinates': [25.73333, 58.66667]}",EL6,Fell,25.733330,18822,Valid,1863-01-01T00:00:00.000,58.666670,23250,Pillistfer
"{'type': 'Point', 'coordinates': [73.94167, 26.03472]}",Eucrite-mmict,Fell,73.941670,18831,Valid,1996-01-01T00:00:00.000,26.034720,42000,Piplia Kalan
"{'type': 'Point', 'coordinates': [18.71667, -32.86667]}",H,Fell,18.716670,18832,Valid,1881-01-01T00:00:00.000,-32.866670,37,Piquetberg
"{'type': 'Point', 'coordinates': [88.45, 25.8]}",L6,Fell,88.450000,18834,Valid,1882-01-01T00:00:00.000,25.800000,842,Pirgunje
"{'type': 'Point', 'coordinates': [76, 29.58333]}",H6,Fell,76.000000,18835,Valid,1884-01-01T00:00:00.000,29.583330,1161,Pirthalla
"{'type': 'Point', 'coordinates': [-83.51667, 31.95]}","Iron, IAB-ung",Fell,-83.516670,18837,Valid,1921-01-01T00:00:00.000,31.950000,3760,Pitts
"{'type': 'Point', 'coordinates': [-96.11667, 30.7]}",H6,Fell,-96.116670,18846,Valid,1930-01-01T00:00:00.000,30.700000,2085,Plantersville
"{'type': 'Point', 'coordinates': [26.70972, 45.275]}",L5-6,Fell,26.709720,51706,Valid,2008-01-01T00:00:00.000,45.275000,6913,Pleşcoi
"{'type': 'Point', 'coordinates': [14.11667, 50.53333]}",L5,Fell,14.116670,18849,Valid,1723-01-01T00:00:00.000,50.533330,39,Ploschkovitz
"{'type': 'Point', 'coordinates': [104.91667, 11.58333]}",L6,Fell,104.916670,18851,Valid,1868-01-01T00:00:00.000,11.583330,96,Pnompehn
,LL5,Found,,32592,Valid,2002-01-01T00:00:00.000,,290.89999999999998,Dominion Range 03240
"{'type': 'Point', 'coordinates': [12.13333, 50.93333]}",L5,Fell,12.133330,18853,Valid,1819-01-01T00:00:00.000,50.933330,3000,Pohlitz
"{'type': 'Point', 'coordinates': [82.66667, 26.71667]}",H5,Fell,82.666670,18858,Valid,1866-01-01T00:00:00.000,26.716670,350,Pokhra
"{'type': 'Point', 'coordinates': [14.015, 66.34833]}",CM2,Fell,14.015000,18860,Valid,1942-01-01T00:00:00.000,66.348330,253.6,Pollen
"{'type': 'Point', 'coordinates': [-4.31944, 53.03639]}",Winonaite,Fell,-4.319440,18865,Valid,1931-01-01T00:00:00.000,53.036390,157,Pontlyfni
"{'type': 'Point', 'coordinates': [-103.295, 34.175]}",H6,Fell,-103.295000,18874,Valid,1998-01-01T00:00:00.000,34.175000,71400,Portales Valley
"{'type': 'Point', 'coordinates': [-8, 38.5]}",Stone-uncl,Fell,-8.000000,18876,Valid,1796-01-01T00:00:00.000,38.500000,4500,Portugal
"{'type': 'Point', 'coordinates': [118.5, 31.41667]}",LL,Fell,118.500000,18879,Valid,1933-01-01T00:00:00.000,31.416670,665,Po-wang Chen
"{'type': 'Point', 'coordinates': [13.94083, 48.3025]}",L6,Fell,13.940830,18883,Valid,1932-01-01T00:00:00.000,48.302500,2125,Prambachkirchen
"{'type': 'Point', 'coordinates': [14.03333, 49.66667]}",H5,Fell,14.033330,18887,Valid,1959-01-01T00:00:00.000,49.666670,5555,Pribram
"{'type': 'Point', 'coordinates': [-83.85, 39.11667]}",L6,Fell,-83.850000,18888,Valid,1893-01-01T00:00:00.000,39.116670,900,Pricetown
"{'type': 'Point', 'coordinates': [-3.51667, 39.35]}",Eucrite-br,Fell,-3.516670,45984,Valid,2007-01-01T00:00:00.000,39.350000,500,Puerto Lápice
"{'type': 'Point', 'coordinates': [75.18333, 23.36667]}",H5,Fell,75.183330,18899,Valid,1863-01-01T00:00:00.000,23.366670,560,Pulsora
"{'type': 'Point', 'coordinates': [21.26667, 52.76667]}",H5,Fell,21.266670,18901,Valid,1868-01-01T00:00:00.000,52.766670,250000,Pultusk
"{'type': 'Point', 'coordinates': [78.95, 13.33333]}",Stone-uncl,Fell,78.950000,18902,Valid,1811-01-01T00:00:00.000,13.333330,100,Punganaru
"{'type': 'Point', 'coordinates': [-53.05, -29.03333]}",L6,Fell,-53.050000,18905,Valid,1937-01-01T00:00:00.000,-29.033330,300000,Putinga
"{'type': 'Point', 'coordinates': [121.5, 32.08333]}",L/LL5,Fell,121.500000,18907,Valid,1982-01-01T00:00:00.000,32.083330,1275,Qidong
"{'type': 'Point', 'coordinates': [106.46667, 26.53333]}",EH3,Fell,106.466670,18908,Valid,1976-01-01T00:00:00.000,26.533330,2600,Qingzhen
"{'type': 'Point', 'coordinates': [28.7, -30.11667]}",H6,Fell,28.700000,22357,Valid,1925-01-01T00:00:00.000,-30.116670,7000,Queen's Mercy
"{'type': 'Point', 'coordinates': [95.18333, 17.76667]}",H4,Fell,95.183330,22358,Valid,1857-01-01T00:00:00.000,17.766670,6045,Quenggouk
"{'type': 'Point', 'coordinates': [-0.66667, 39]}","Iron, IAB-ung",Fell,-0.666670,22360,Valid,1898-01-01T00:00:00.000,39.000000,10750,Quesa
"{'type': 'Point', 'coordinates': [126.13333, 44.61667]}",H,Fell,126.133330,22361,Valid,1990-01-01T00:00:00.000,44.616670,17450,Quija
"{'type': 'Point', 'coordinates': [0.25, 46.6]}",L6,Fell,0.250000,22363,Valid,1851-01-01T00:00:00.000,46.600000,65,Quincay
"{'type': 'Point', 'coordinates': [-65.45, -26.66667]}",H5,Fell,-65.450000,22368,Valid,1957-01-01T00:00:00.000,-26.666670,5000,Raco
"{'type': 'Point', 'coordinates': [76.465, 27.72528]}","Iron, IIAB",Fell,76.465000,22371,Valid,1986-01-01T00:00:00.000,27.725280,10200,Raghunathpura
"{'type': 'Point', 'coordinates': [70.2, 28.225]}",L5,Fell,70.200000,31302,Valid,1983-01-01T00:00:00.000,28.225000,67225,Rahimyar Khan
"{'type': 'Point', 'coordinates': [37.03333, 52.98333]}",L6,Fell,37.033330,22376,Valid,1878-01-01T00:00:00.000,52.983330,9000,Rakovka
"{'type': 'Point', 'coordinates': [82.9, 26.45]}",L6,Fell,82.900000,22384,Valid,1940-01-01T00:00:00.000,26.450000,3766,Ramnagar
"{'type': 'Point', 'coordinates': [87.76667, 24.16667]}",LL,Fell,87.766670,22385,Valid,1916-01-01T00:00:00.000,24.166670,100,Rampurhat
"{'type': 'Point', 'coordinates': [6.93333, 51.88333]}",L6,Fell,6.933330,22386,Valid,1958-01-01T00:00:00.000,51.883330,4682,Ramsdorf
"{'type': 'Point', 'coordinates': [87.08333, 23.98333]}",H4,Fell,87.083330,22387,Valid,1917-01-01T00:00:00.000,23.983330,290.39999999999998,Ranchapur
"{'type': 'Point', 'coordinates': [-100.81667, 19.86667]}",H5,Fell,-100.816670,22390,Valid,1899-01-01T00:00:00.000,19.866670,300,Rancho de la Presa
"{'type': 'Point', 'coordinates': [72.01667, 25.38333]}",L6,Fell,72.016670,22392,Valid,1937-01-01T00:00:00.000,25.383330,3224.5,Rangala
"{'type': 'Point', 'coordinates': [115.7, 38.2]}",L6,Fell,115.700000,22394,Valid,1919-01-01T00:00:00.000,38.200000,4910,Raoyang
"{'type': 'Point', 'coordinates': [50.15, 26.66667]}",H6,Fell,50.150000,22395,Valid,1961-01-01T00:00:00.000,26.666670,6.1,Ras Tanura
"{'type': 'Point', 'coordinates': [26.53333, 43.5]}",Stone-uncl,Fell,26.533330,22396,Valid,1740-01-01T00:00:00.000,43.500000,24700,Rasgrad
"{'type': 'Point', 'coordinates': [17.98333, 52.2]}",Stone-uncl,Fell,17.983330,22398,Valid,1880-01-01T00:00:00.000,52.200000,910,Ratyn
"{'type': 'Point', 'coordinates': [-119.75812, 38.13742]}",H5,Fell,-119.758120,53502,Valid,2007-01-01T00:00:00.000,38.137420,18.41,Red Canyon Lake
"{'type': 'Point', 'coordinates': [-5.33333, 42.475]}",L5,Fell,-5.333330,22584,Valid,1947-01-01T00:00:00.000,42.475000,17300,Reliegos
"{'type': 'Point', 'coordinates': [111.36667, -6.73333]}","Iron, IVA",Fell,111.366670,22585,Valid,1919-01-01T00:00:00.000,-6.733330,10000,Rembang
"{'type': 'Point', 'coordinates': [11.28333, 44.76667]}",CR2,Fell,11.283330,22586,Valid,1824-01-01T00:00:00.000,44.766670,1000,Renazzo
"{'type': 'Point', 'coordinates': [-65.28333, -32.75]}",L5,Fell,-65.283330,22587,Valid,1925-01-01T00:00:00.000,-32.750000,300,Renca
"{'type': 'Point', 'coordinates': [116.13333, 38.66667]}",L6,Fell,116.133330,22589,Valid,1916-01-01T00:00:00.000,38.666670,355,Renqiu
"{'type': 'Point', 'coordinates': [45.66667, 48.6]}","Iron, IIF",Fell,45.666670,22590,Valid,1933-01-01T00:00:00.000,48.600000,7000,Repeev Khutor
"{'type': 'Point', 'coordinates': [-118.95, 51.33333]}",CI1,Fell,-118.950000,22592,Valid,1965-01-01T00:00:00.000,51.333330,1,Revelstoke
"{'type': 'Point', 'coordinates': [76.66667, 28.2]}",L6,Fell,76.666670,22593,Valid,1929-01-01T00:00:00.000,28.200000,3332,Rewari
"{'type': 'Point', 'coordinates': [-83.03333, 35.03333]}",L6,Fell,-83.033330,22597,Valid,1903-01-01T00:00:00.000,35.033330,668,Rich Mountain
"{'type': 'Point', 'coordinates': [-66.15, -44.11667]}",L,Fell,-66.150000,24140,Valid,1948-01-01T00:00:00.000,-44.116670,20000,Uzcudun
"{'type': 'Point', 'coordinates': [-102.31667, 46.88333]}",H5,Fell,-102.316670,22599,Valid,1918-01-01T00:00:00.000,46.883330,90000,Richardton
"{'type': 'Point', 'coordinates': [-99.03333, 31.25]}",OC,Fell,-99.033330,22602,Valid,1980-01-01T00:00:00.000,31.250000,1900,Richland Springs
"{'type': 'Point', 'coordinates': [-77.5, 37.46667]}",LL5,Fell,-77.500000,22603,Valid,1828-01-01T00:00:00.000,37.466670,1800,Richmond
"{'type': 'Point', 'coordinates': [-49.8, -26.1]}",L4,Fell,-49.800000,22611,Valid,1934-01-01T00:00:00.000,-26.100000,1310,Rio Negro
"{'type': 'Point', 'coordinates': [9.51667, 45.48333]}",Stone-uncl,Fell,9.516670,22614,Valid,1491-01-01T00:00:00.000,45.483330,103.3,Rivolta de Bassi
"{'type': 'Point', 'coordinates': [-86.28333, 41.08333]}",H6,Fell,-86.283330,22637,Valid,1876-01-01T00:00:00.000,41.083330,340,Rochester
"{'type': 'Point', 'coordinates': [150.51667, -23.38333]}",Stone-uncl,Fell,150.516670,22640,Valid,1895-01-01T00:00:00.000,-23.383330,1641,Rockhampton
"{'type': 'Point', 'coordinates': [0.55, 42.3]}",Diogenite,Fell,0.550000,22641,Valid,1871-01-01T00:00:00.000,42.300000,400,Roda
"{'type': 'Point', 'coordinates': [10.8, 50.35]}",Stone-uncl,Fell,10.800000,22642,Valid,1775-01-01T00:00:00.000,50.350000,2900,Rodach
"{'type': 'Point', 'coordinates': [-83.95, 44.51667]}",H5,Fell,-83.950000,22766,Valid,1921-01-01T00:00:00.000,44.516670,10600,Rose City
"{'type': 'Point', 'coordinates': [-2.51667, 52.76667]}","Iron, IIIAB",Fell,-2.516670,22773,Valid,1876-01-01T00:00:00.000,52.766670,3500,Rowton
"{'type': 'Point', 'coordinates': [29.83333, -1.45]}",L6,Fell,29.833330,22780,Valid,1976-01-01T00:00:00.000,-1.450000,465.5,Ruhobobo
"{'type': 'Point', 'coordinates': [36.53333, 0.26667]}",R3.8-6,Fell,36.533330,22782,Valid,1934-01-01T00:00:00.000,0.266670,67,Rumuruti
"{'type': 'Point', 'coordinates': [38.76667, -10.26667]}",L4-6,Fell,38.766670,22783,Valid,1949-01-01T00:00:00.000,-10.266670,6000,Rupota
"{'type': 'Point', 'coordinates': [34.5, 51.13333]}",L5,Fell,34.500000,22791,Valid,1914-01-01T00:00:00.000,51.133330,13000,Ryechki
"{'type': 'Point', 'coordinates': [82.08333, 27.43333]}",H5,Fell,82.083330,22792,Valid,1855-01-01T00:00:00.000,27.433330,1250,Sabetmahet
"{'type': 'Point', 'coordinates': [91.66667, 23.08333]}",LL6,Fell,91.666670,22793,Valid,1999-01-01T00:00:00.000,23.083330,478,Sabrum
"{'type': 'Point', 'coordinates': [14.88333, 51.53333]}",Stone-uncl,Fell,14.883330,22796,Valid,1636-01-01T00:00:00.000,51.533330,,Sagan
"{'type': 'Point', 'coordinates': [1.38333, 43.73333]}",EH5,Fell,1.383330,23101,Valid,1914-01-01T00:00:00.000,43.733330,14000,Saint-Sauveur
"{'type': 'Point', 'coordinates': [0.23333, 45.3]}",LL6,Fell,0.233330,23102,Valid,1966-01-01T00:00:00.000,45.300000,271000,Saint-Séverin
"{'type': 'Point', 'coordinates': [136.3, 35.66667]}",Iron,Fell,136.300000,23103,Valid,1913-01-01T00:00:00.000,35.666670,4180,Sakauchi
"{'type': 'Point', 'coordinates': [-122.96944, 44.97917]}",L6,Fell,-122.969440,23107,Valid,1981-01-01T00:00:00.000,44.979170,61.4,Salem
